fid
863294
863278
863277
863240
863238
863236
863235
863234
863210
863207
863202
863149
863142
863083
863070
863047
862978
862938
862930
862767
862706
862674
862629
862617
862599
862595
862540
862536
862499
862489
862462
862452
862409
862366
862327
862324
862320
862312
862305
862258
862218
862191
862177
862155
862092
862076
862075
862067
862033
862031
861941
861918
861913
861841
861837
861828
861809
861807
861784
861773
861760
861750
861700
861676
861605
861570
861547
861531
861523
861519
861510
861495
861468
861467
861465
861463
861461
861459
861458
861454
861425
861405
861397
861368
861320
861318
861313
861305
861266
861203
861182
861181
861153
861134
861104
861065
861058
861038
861033
861025
860983
860981
860866
860804
860803
860793
860783
860765
860761
860738
860723
860714
860685
860649
860640
860610
860531
860530
860516
860484
860430
860405
860370
860333
860323
860314
860312
860310
860304
860280
860227
860212
860209
860207
860204
860202
860166
860129
860053
860050
860027
860019
860014
859994
859935
859915
859896
859888
859887
859884
859823
859796
859784
859727
859719
859717
859666
859664
859658
859622
859586
859583
859577
859534
859489
859447
859444
859438
859432
859429
859426
859411
859409
859403
859401
859399
859396
859389
859387
859385
859377
859361
859342
859340
859336
859334
859333
859331
859328
859326
859325
859322
859317
859309
859304
859297
859281
859278
859273
859265
859264
859261
859257
859255
859253
859247
859246
859241
859229
859227
859221
859211
859180
859151
859144
859143
859139
859121
859081
859067
859022
859017
859002
858997
858968
858959
858923
858905
858901
858867
858851
858799
858780
858756
858642
858640
858629
858564
858552
858543
858511
858476
858465
858449
858430
858425
858420
858352
858344
858311
858248
858206
858189
858187
858181
858173
858166
858158
858122
858097
858078
857993
857927
857922
857892
857837
857808
857757
857747
857744
857714
857675
857664
857641
857617
857616
857591
857571
857570
857561
857440
857386
857377
857368
857352
857326
857306
857255
857208
857194
857180
857143
857136
857129
857047
857040
856969
856965
856963
856956
856934
856933
856922
856906
856865
856856
856832
856825
856789
856784
856778
856773
856736
856713
856710
856709
856701
856669
856641
856635
856625
856510
856478
856470
856413
856374
856355
856309
856304
856286
856198
856188
856180
856176
856175
856155
856129
856127
856126
856125
856122
856051
856045
855952
855809
855727
855726
855724
855711
855697
855661
855577
855560
855557
855545
855538
855529
855496
855464
855462
855461
855445
855444
855435
855430
855380
855362
855351
855343
855297
855271
855263
855257
855254
855250
855223
855221
855213
855168
855126
855085
855044
855029
854999
854998
854972
854971
854970
854817
854814
854806
854774
854756
854752
854746
854733
854732
854659
854658
854643
854592
854583
854576
854561
854543
854514
854506
854429
854389
854347
854338
854327
854314
854304
854251
854249
854214
854204
854118
854115
854079
854064
854047
854038
854017
854016
853948
853942
853910
853909
853893
853888
853873
853847
853801
853799
853775
853773
853761
853743
853708
853707
853673
853648
853647
853635
853628
853627
853602
853598
853558
853532
853520
853509
853469
853465
853464
853456
853448
853416
853400
853397
853376
853372
853367
853359
853358
853321
853260
853241
853217
853184
853181
853177
853170
853167
853163
853159
853158
853157
853156
853144
853127
853125
853119
853091
853083
853081
853068
853066
853058
853055
853053
853027
853025
853015
853011
852991
852974
852970
852965
852962
852943
852933
852924
852910
852904
852903
852890
852865
852856
852815
852748
852731
852708
852705
852691
852678
852665
852661
852657
852656
852632
852627
852612
852610
852608
852607
852594
852575
852571
852565
852564
852558
852552
852533
852532
852527
852515
852496
852453
852434
852426
852409
852398
852338
852322
852310
852303
852281
852279
852254
852252
852245
852242
852231
852215
852207
852182
852180
852170
852166
852165
852150
852141
852137
852130
852126
852115
852102
852095
852093
852089
852086
852085
852078
852077
852074
852063
852061
852055
852048
852046
852040
852009
851999
851992
851966
851964
851936
851931
851929
851928
851922
851910
851898
851888
851878
851874
851872
851866
851862
851859
851810
851806
851725
851672
851671
851668
851647
851645
851642
851640
851627
851611
851608
851607
851605
851603
851590
851587
851583
851582
851566
851560
851553
851549
851545
851529
851516
851514
851509
851505
851495
851481
851466
851453
851452
851446
851445
851444
851432
851399
851376
851358
851319
851304
851239
851203
851195
851167
851115
851114
851019
850985
850979
850972
850958
850955
850954
850947
850935
850931
850926
850915
850913
850912
850893
850885
850884
850845
850840
850833
850832
850831
850829
850823
850805
850782
850765
850752
850747
850740
850733
850671
850610
850593
850553
850543
850539
850535
850514
850508
850498
850492
850371
850361
850341
850338
850332
850331
850322
850292
850275
850265
850234
850221
850219
850215
850213
850212
850210
850181
850164
850157
850139
850128
850121
850106
850101
850098
850096
850092
850091
850084
850063
850058
849992
849982
849976
849960
849947
849934
849905
849884
849872
849871
849870
849866
849863
849858
849849
849844
849842
849839
849838
849837
849835
849829
849824
849821
849820
849810
849809
849806
849804
849803
849802
849788
849786
849781
849777
849774
849769
849768
849765
849760
849752
849751
849747
849745
849724
849711
849707
849705
849669
849646
849639
849624
849619
849609
849594
849589
849588
849583
849581
849579
849567
849562
849538
849535
849523
849504
849501
849495
849474
849472
849466
849465
849460
849447
849442
849434
849432
849426
849386
849377
849374
849367
849363
849353
849350
849346
849333
849306
849301
849292
849289
849278
849272
849245
849230
849223
849193
849191
849112
849037
849027
849014
849013
849003
849001
848996
848985
848983
848979
848977
848964
848956
848935
848934
848932
848923
848911
848910
848909
848903
848899
848897
848893
848879
848878
848861
848854
848847
848838
848806
848800
848797
848795
848776
848742
848741
848739
848702
848686
848602
848589
848575
848573
848560
848559
848557
848535
848526
848523
848510
848498
848392
848367
848354
848315
848314
848290
848268
848254
848247
848234
848189
848182
848177
848171
848121
848120
848079
848067
848045
848043
847993
847988
847984
847948
847933
847914
847905
847904
847888
847881
847870
847869
847865
847862
847855
847818
847815
847810
847807
847801
847800
847786
847779
847774
847773
847771
847760
847727
847717
847702
847694
847688
847683
847682
847680
847661
847660
847657
847646
847644
847633
847619
847614
847607
847589
847586
847582
847515
847498
847486
847454
847449
847444
847443
847441
847403
847402
847392
847268
847251
847239
847190
847163
847155
847145
847128
847124
847116
847113
847099
847094
847089
847087
847086
847081
847065
847057
847037
847004
846998
846997
846982
846970
846962
846953
846938
846925
846906
846890
846887
846884
846881
846862
846854
846846
846842
846819
846792
846754
846744
846741
846740
846725
846710
846695
846681
846670
846669
846665
846664
846655
846651
846649
846645
846640
846615
846594
846592
846590
846588
846550
846546
846535
846518
846410
846382
846374
846372
846370
846360
846353
846345
846344
846335
846301
846275
846228
846207
846200
846179
846173
846166
846159
846138
846136
846119
846108
846107
846086
846017
846008
846007
845996
845970
845926
845921
845919
845910
845909
845888
845884
845877
845871
845843
845818
845794
845792
845774
845765
845724
845705
845680
845640
845629
845592
845575
845546
845530
845525
845518
845498
845494
845459
845455
845425
845424
845420
845415
845407
845378
845277
845247
845231
845227
845174
845139
845128
845119
845118
845114
845101
845098
845077
845076
845053
845041
845030
845011
845004
845002
845001
845000
844982
844976
844971
844967
844935
844934
844907
844876
844855
844814
844803
844750
844733
844714
844712
844677
844660
844659
844655
844652
844649
844637
844631
844628
844623
844617
844615
844602
844591
844552
844551
844547
844527
844519
844491
844489
844479
844474
844473
844471
844462
844461
844456
844444
844436
844433
844413
844398
844370
844352
844315
844314
844311
844288
844283
844273
844266
844257
844256
844182
844158
844152
844138
844130
844102
844066
844061
844052
844040
844038
844034
844028
844020
844019
844018
844015
844013
844006
844005
844004
844003
843998
843995
843985
843978
843942
843931
843928
843923
843917
843916
843911
843899
843898
843897
843894
843893
843889
843886
843885
843881
843879
843869
843867
843864
843863
843860
843851
843850
843836
843774
843771
843770
843751
843693
843691
843676
843669
843665
843649
843635
843623
843622
843596
843561
843538
843498
843484
843464
843463
843441
843428
843421
843415
843413
843411
843389
843360
843353
843349
843336
843328
843315
843312
843305
843278
843277
843267
843262
843259
843255
843250
843246
843228
843204
843184
843170
843154
843145
843127
842988
842977
842971
842941
842940
842938
842914
842912
842860
842829
842812
842805
842793
842781
842778
842773
842770
842761
842749
842730
842723
842664
842660
842616
842587
842572
842558
842505
842499
842468
842462
842459
842453
842445
842440
842438
842429
842426
842425
842415
842412
842411
842403
842401
842397
842396
842394
842393
842381
842363
842359
842354
842352
842351
842327
842326
842317
842301
842292
842254
842250
842242
842221
842170
842166
842157
842147
842115
842111
842097
842092
842085
842081
842078
842071
842064
842052
842024
842023
842010
842005
841935
841924
841896
841881
841868
841831
841811
841781
841750
841705
841650
841640
841639
841637
841636
841625
841623
841615
841612
841608
841607
841605
841602
841599
841586
841585
841577
841576
841574
841530
841518
841510
841507
841501
841489
841437
841433
841432
841419
841418
841409
841408
841404
841403
841402
841401
841394
841391
841390
841386
841385
841381
841379
841378
841356
841344
841340
841337
841334
841326
841319
841307
841300
841297
841291
841269
841197
841173
841142
841138
841133
841122
841110
841106
841071
841054
841033
841032
841027
841011
841010
841008
841003
841002
840997
840993
840989
840985
840981
840978
